,date,state,positive,negative,death,hospitalized
5184,20201205,NE,136325,625554,1186,4506
5185,20201205,NH,24138,418132,559,847
5186,20201205,NJ,395526,5918797,17306,42361
5191,20201205,OK,213245,2008829,1874,13128
5195,20201205,RI,63944,486060,1429,4984
5196,20201205,SC,229235,2274686,4517,12305
5197,20201205,SD,85304,253065,1091,4793
5200,20201205,UT,212844,1173871,939,8765
5205,20201205,WI,437918,2188949,3934,18126
5207,20201205,WY,35941,144576,257,843
5209,20201204,AL,264199,1407299,3831,26331
5210,20201204,AR,167137,1589776,2586,9329
5212,20201204,AZ,352101,1986277,6885,27738
5214,20201204,CO,252222,1574219,3338,14762
5218,20201204,FL,1022354,6421830,19236,56809
5223,20201204,ID,106455,394453,1014,4271
5225,20201204,IN,367329,1904853,6122,27672
5226,20201204,KS,168295,676891,1786,5417
5229,20201204,MA,246398,3207957,10910,14397
5230,20201204,MD,209191,2194096,4790,21756
5233,20201204,MN,338973,2269217,3845,17828
5235,20201204,MP,106,17010,2,4
5236,20201204,MS,161516,982395,3916,7486
5239,20201204,ND,83604,273247,995,2842
5240,20201204,NE,134710,623122,1159,4479
5241,20201204,NH,23690,414706,552,844
5242,20201204,NJ,389478,5825837,17255,42163
5247,20201204,OK,208875,1982769,1860,12949
5251,20201204,RI,62137,482922,1413,4843
5252,20201204,SC,226013,2248886,4496,12223
5253,20201204,SD,84398,252114,1064,4748
5256,20201204,UT,209170,1165332,925,8652
5261,20201204,WI,432207,2180320,3842,17943
5263,20201204,WY,35737,144576,257,838
5265,20201203,AL,260359,1400010,3776,26062
5266,20201203,AR,164310,1576679,2555,9206
5268,20201203,AZ,346421,1969836,6821,27456
5270,20201203,CO,247209,1560856,3320,14579
5274,20201203,FL,1012456,6376281,19112,56527
5279,20201203,ID,104734,392275,991,4200
5281,20201203,IN,359430,1893434,6033,27236
5282,20201203,KS,162061,669121,1679,5290
5285,20201203,MA,240907,3186939,10874,14397
5286,20201203,MD,205399,2177942,4764,21558
5289,20201203,MN,333626,2250748,3784,17623
5291,20201203,MP,106,17010,2,4
5292,20201203,MS,159036,982395,3879,7486
5295,20201203,ND,82713,272578,983,2813
5296,20201203,NE,132530,620451,1128,4425
5297,20201203,NH,22925,412462,544,844
5298,20201203,NJ,383052,5825837,17209,41987
5303,20201203,OK,204048,1957441,1836,12773
5307,20201203,RI,60722,480754,1400,4789
5308,20201203,SC,223063,2226037,4466,12126
5309,20201203,SD,83348,251349,1033,4696
5312,20201203,UT,206165,1155726,917,8548
5317,20201203,WI,426534,2169970,3773,17741
5319,20201203,WY,35078,143277,257,823
5321,20201202,AL,256828,1390351,3711,25821
5322,20201202,AR,161521,1562561,2522,9110
5324,20201202,AZ,340979,1957887,6739,26312
5326,20201202,CO,241172,1548678,3193,14363
5330,20201202,FL,1001800,6336387,19012,56269
5335,20201202,ID,103305,389829,960,4135
5337,20201202,IN,350970,1881132,5973,26854
5338,20201202,KS,162061,669121,1679,5290
5341,20201202,MA,234232,3161191,10824,14139
5342,20201202,MD,203355,2168003,4715,21395
5345,20201202,MN,327477,2236442,3692,17378
5347,20201202,MP,106,17010,2,4
5348,20201202,MS,156868,982395,3851,7486
5351,20201202,ND,81696,271517,972,2791
5352,20201202,NE,130194,618172,1080,4380
5353,20201202,NH,22332,409696,537,842
5354,20201202,NJ,377496,5787381,17145,41745
5359,20201202,OK,202341,1940738,1812,12578
5363,20201202,RI,59005,477901,1391,4732
5364,20201202,SC,220835,2212066,4444,12023
5365,20201202,SD,82203,250337,995,4626
5368,20201202,UT,202220,1149122,906,8423
5373,20201202,WI,420930,2162616,3703,17569
5375,20201202,WY,34507,141466,230,809
5377,20201201,AL,252900,1383805,3638,25610
5378,20201201,AR,159309,1552255,2512,9021
5380,20201201,AZ,337139,1945076,6687,26072
5382,20201201,CO,237310,1541144,3109,14116
5386,20201201,FL,991910,6295909,18916,55892
5391,20201201,ID,101698,388405,929,4049
5393,20201201,IN,344373,1872885,5864,26424
5394,20201201,KS,157446,665438,1560,5105
5397,20201201,MA,229205,3142496,10778,14139
5398,20201201,MD,201135,2156576,4673,21206
5401,20201201,MN,322312,2223615,3615,17111
5403,20201201,MP,106,17010,2,4
5404,20201201,MS,154411,982395,3836,7486
5407,20201201,ND,81145,271183,960,2751
5408,20201201,NE,128407,616317,1018,4316
5409,20201201,NH,21766,406441,528,841
5410,20201201,NJ,372341,5749192,17083,41305
5415,20201201,OK,199482,1923468,1758,12293
5416,20201201,OR,75431,968686,912,4343
5419,20201201,RI,57906,475807,1380,4670
5420,20201201,SC,218912,2198114,4404,11910
5421,20201201,SD,80912,249621,948,4572
5424,20201201,UT,198216,1144247,890,8279
5429,20201201,WI,416365,2156410,3611,17372
5431,20201201,WY,33805,141466,230,793
5433,20201130,AL,249524,1376324,3578,25338
5434,20201130,AR,157359,1545401,2502,8937
5436,20201130,AZ,326817,1936949,6639,25786
5438,20201130,CO,232905,1531344,3037,13488
5442,20201130,FL,983370,6256432,18834,55554
5447,20201130,ID,100484,387606,920,3978
5449,20201130,IN,338977,1865604,5723,26018
5450,20201130,KS,157446,665438,1560,5105
5453,20201130,MA,226132,3127214,10748,14139
5454,20201130,MD,198370,2146539,4641,21051
5457,20201130,MN,318763,2217580,3593,16791
5459,20201130,MP,106,16747,2,4
5460,20201130,MS,153270,982395,3807,7486
5463,20201130,ND,80679,270965,933,2708
5464,20201130,NE,126466,613901,989,4277
5465,20201130,NH,20994,404208,526,839
5466,20201130,NJ,366898,5749192,16993,41213
5471,20201130,OK,197745,1873468,1743,12258
5472,20201130,OR,74120,968686,905,4343
5475,20201130,RI,56723,473161,1373,4582
5476,20201130,SC,217487,2181976,4381,11877
5477,20201130,SD,80464,248388,946,4502
5480,20201130,UT,195706,1139688,871,8135
5485,20201130,WI,411730,2149996,3494,17095
5487,20201130,WY,33305,141466,215,784
5489,20201129,AL,247229,1373770,3577,24670
5490,20201129,AR,156247,1538738,2470,8843
5492,20201129,AZ,325995,1920319,6634,25568
5494,20201129,CO,228772,1519306,3003,13428
5498,20201129,FL,976944,6227391,18736,55393
5503,20201129,ID,99660,386407,913,3948
5505,20201129,IN,333312,1855616,5685,25632
5506,20201129,KS,153021,659403,1529,5018
5509,20201129,MA,224964,3120723,10722,14139
5510,20201129,MD,196447,2136392,4625,20877
5513,20201129,MN,312969,2206087,3578,16643
5515,20201129,MP,104,16747,2,4
5516,20201129,MS,151785,947272,3806,7294
5519,20201129,ND,80084,270281,921,2667
5520,20201129,NE,125323,612529,989,4246
5521,20201129,NH,20480,402210,526,839
5522,20201129,NJ,363083,5613309,16978,41213
5527,20201129,OK,195545,1873468,1736,12221
5528,20201129,OR,72506,960644,896,4343
5531,20201129,RI,56072,471086,1365,4582
5532,20201129,SC,216129,2170458,4353,11857
5533,20201129,SD,79900,247844,943,4468
5536,20201129,UT,193809,1136775,868,8076
5541,20201129,WI,409054,2143790,3487,16999
5543,20201129,WY,32489,138904,215,762
5545,20201128,AL,244993,1369792,3572,24670
5546,20201128,AR,155026,1529514,2449,8819
5548,20201128,AZ,322774,1905019,6624,25348
5550,20201128,CO,225283,1510259,2983,13369
5554,20201128,FL,969813,6197289,18677,55277
5559,20201128,ID,98500,385159,909,3878
5561,20201128,IN,329008,1845743,5663,25329
5562,20201128,KS,153021,659403,1529,5018
5565,20201128,MA,222469,3104965,10676,14139
5566,20201128,MD,194448,2123122,4602,20713
5569,20201128,MN,304023,2170530,3521,16423
5571,20201128,MP,104,16747,2,4
5572,20201128,MS,149940,947272,3779,7294
5575,20201128,ND,79359,269446,921,2649
5576,20201128,NE,124066,610414,984,4216
5577,20201128,NH,20002,399197,523,837
5578,20201128,NJ,358584,5613309,16965,41118
5583,20201128,OK,193824,1873468,1717,12080
5584,20201128,OR,70832,960604,885,4343
5587,20201128,RI,55017,468411,1363,4530
5588,20201128,SC,214911,2155322,4346,11802
5589,20201128,SD,79099,246277,942,4400
5592,20201128,UT,192087,1133006,863,8029
5597,20201128,WI,404999,2138110,3464,16882
5599,20201128,WY,31929,138904,215,748
5601,20201127,AL,242874,1365240,3572,24451
5602,20201127,AR,153677,1521090,2436,8779
5604,20201127,AZ,318638,1894651,6588,25296
5606,20201127,CO,220953,1496454,2977,13287
5610,20201127,FL,963751,6167085,18596,55149
5615,20201127,ID,96503,382383,895,3817
5617,20201127,IN,324537,1837573,5594,24940
5618,20201127,KS,153021,659403,1529,5018
5621,20201127,MA,219252,3089928,10635,14139
5622,20201127,MD,192858,2112687,4569,20512
5625,20201127,MN,295001,2131220,3476,16043
5627,20201127,MP,104,16747,2,4
5628,20201127,MS,148387,947272,3769,7294
5631,20201127,ND,78564,268839,908,2620
5632,20201127,NE,122952,608689,982,4192
5633,20201127,NH,19313,397018,517,836
5634,20201127,NJ,354054,5509434,16942,40982
5639,20201127,OK,187567,1873468,1704,11898
5640,20201127,OR,70006,960657,882,4262
5643,20201127,RI,53954,466897,1346,4408
5644,20201127,SC,213120,2125917,4346,11794
5645,20201127,SD,78280,245204,888,4353
5648,20201127,UT,190044,1128311,849,7948
5653,20201127,WI,399526,2133700,3434,16715
5655,20201127,WY,31773,138904,215,720
5657,20201126,AL,241957,1361187,3572,24401
5658,20201126,AR,152625,1513202,2436,8711
5660,20201126,AZ,314326,1873862,6568,25163
5662,20201126,CO,216683,1482962,2957,13248
5666,20201126,FL,946956,6081679,18482,54813
5671,20201126,ID,96503,382383,895,3817
5673,20201126,IN,318894,1826833,5561,24574
5674,20201126,KS,147797,651388,1503,4921
5677,20201126,MA,214594,3060815,10604,13817
5678,20201126,MD,190480,2096687,4547,20280
5681,20201126,MN,289303,2113887,3375,15766
5683,20201126,MP,104,16747,2,4
5684,20201126,MS,147382,947272,3763,7294
5687,20201126,ND,77813,268312,903,2608
5688,20201126,NE,120076,602934,978,4182
5689,20201126,NH,18776,395312,514,833
5690,20201126,NJ,349557,5509434,16925,40830
5695,20201126,OK,184342,1873468,1680,11708
5696,20201126,OR,68503,960469,867,4262
5699,20201126,RI,53491,465364,1342,4408
5700,20201126,SC,210905,2097258,4317,11737
5701,20201126,SD,76142,242212,849,4243
5704,20201126,UT,183902,1113971,834,7785
5709,20201126,WI,398104,2125202,3415,16658
5711,20201126,WY,30761,131788,215,720
5713,20201125,AL,239318,1353961,3532,24376
5714,20201125,AR,150277,1500257,2425,8711
5716,20201125,AZ,310850,1855402,6524,24952
5718,20201125,CO,210630,1461092,2906,13044
5722,20201125,FL,946956,6081679,18482,54813
5727,20201125,ID,94730,379312,874,3762
5729,20201125,IN,312521,1813874,5498,24217
5730,20201125,KS,147797,651388,1503,4921
5733,20201125,MA,214594,3060815,10604,13817
5734,20201125,MD,188161,2082499,4518,20068
5737,20201125,MN,289303,2113887,3375,15766
5739,20201125,MP,104,16747,2,4
5740,20201125,MS,145636,947272,3745,7294
5743,20201125,ND,76806,267359,893,2587
5744,20201125,NE,117682,599086,950,4126
5745,20201125,NH,18776,395312,514,833
5746,20201125,NJ,344397,5509434,16886,40706
5751,20201125,OK,184342,1848563,1680,11708
5752,20201125,OR,67333,957249,847,4176
5755,20201125,RI,52317,462789,1335,4326
5756,20201125,SC,210905,2097258,4317,11737
5757,20201125,SD,76142,242212,849,4243
5760,20201125,UT,183902,1113971,834,7785
5765,20201125,WI,392438,2116549,3343,16457
5767,20201125,WY,30761,131788,215,720
5769,20201124,AL,236865,1347017,3472,24160
5770,20201124,AR,148312,1487077,2405,8620
5772,20201124,AZ,306868,1842033,6515,24666
5774,20201124,CO,206439,1448160,2860,12836
5778,20201124,FL,938830,6043595,18383,54500
5783,20201124,ID,93090,377698,866,3682
5785,20201124,IN,306538,1801206,5435,23884
5786,20201124,KS,142059,642229,1456,4777
5789,20201124,MA,211199,3034374,10551,13817
5790,20201124,MD,185464,2066560,4481,19914
5793,20201124,MN,282916,2087289,3303,15444
5795,20201124,MP,104,16747,2,4
5796,20201124,MS,144544,947272,3729,7294
5799,20201124,ND,75622,266632,889,2528
5800,20201124,NE,115921,596050,934,4049
5801,20201124,NH,18382,392248,513,832
5802,20201124,NJ,339642,5411716,16819,40472
5807,20201124,OK,180610,1830399,1664,11445
5808,20201124,OR,66333,949949,826,4120
5811,20201124,RI,51424,464219,1325,4252
5812,20201124,SC,209230,2078262,4313,11655
5813,20201124,SD,74859,240935,821,4193
5816,20201124,UT,182121,1109001,808,7702
5821,20201124,WI,386441,2104756,3272,16209
5823,20201124,WY,29959,131788,202,701
5825,20201123,AL,234080,1337741,3459,23942
5826,20201123,AR,146190,1475768,2387,8523
5828,20201123,AZ,302324,1831299,6464,24461
5830,20201123,CO,202289,1437928,2810,12526
5834,20201123,FL,930728,5997774,18310,54167
5839,20201123,ID,91653,375709,849,3610
5841,20201123,IN,300913,1789815,5332,23526
5842,20201123,KS,142059,642229,1456,4777
5845,20201123,MA,208623,3013965,10531,13817
5846,20201123,MD,183797,2054695,4448,19769
5849,20201123,MN,276500,2069219,3265,15106
5851,20201123,MP,104,16747,2,4
5852,20201123,MS,143879,947272,3676,7294
5855,20201123,ND,74556,266086,852,2481
5856,20201123,NE,114061,592697,909,3963
5857,20201123,NH,18042,391015,512,831
5858,20201123,NJ,334671,5365678,16772,40222
5863,20201123,OK,177874,1789645,1649,11368
5864,20201123,OR,65170,944444,820,3970
5867,20201123,RI,50573,461092,1309,4177
5868,20201123,SC,207552,2060053,4288,11563
5869,20201123,SD,73848,239449,819,4107
5872,20201123,UT,179420,1099924,797,7602
5877,20201123,WI,379693,2094448,3158,15930
5879,20201123,WY,29431,131788,202,690
5881,20201122,AL,232506,1330801,3457,23449
5882,20201122,AR,145173,1466454,2357,8472
5884,20201122,AZ,299665,1813309,6464,24412
5886,20201122,CO,198600,1422279,2806,12484
5890,20201122,FL,924614,5973787,18214,54067
5895,20201122,ID,90834,373713,847,3585
5897,20201122,IN,295357,1777333,5305,23209
5898,20201122,KS,134533,629360,1410,4682
5901,20201122,MA,206850,3000205,10512,13817
5902,20201122,MD,182139,2043250,4434,19636
5905,20201122,MN,270157,2048597,3241,14929
5907,20201122,MP,104,16467,2,4
5908,20201122,MS,143180,906991,3676,7091
5911,20201122,ND,73844,265204,846,2459
5912,20201122,NE,113029,590660,905,3944
5913,20201122,NH,17598,389427,512,830
5914,20201122,NJ,330631,5315142,16761,40099
5919,20201122,OK,174330,1789645,1634,11333
5920,20201122,OR,63668,937579,819,3970
5923,20201122,RI,50144,459412,1303,4177
5924,20201122,SC,206295,2040273,4283,11530
5925,20201122,SD,73065,238153,819,4094
5928,20201122,UT,177176,1095072,793,7532
5933,20201122,WI,376238,2085252,3150,15823
5935,20201122,WY,28169,131788,176,659
5937,20201121,AL,230708,1325091,3457,23449
5938,20201121,AR,143821,1453725,2337,8415
5940,20201121,AZ,295334,1796763,6457,24181
5942,20201121,CO,194679,1404015,2787,12424
5946,20201121,FL,918240,5931934,18152,53929
5951,20201121,ID,89764,371431,845,3492
5953,20201121,IN,289183,1763960,5246,22874
5954,20201121,KS,134533,629360,1410,4682
5957,20201121,MA,204155,2977016,10488,13817
5958,20201121,MD,179971,2026318,4415,19434
5961,20201121,MN,262952,2019406,3201,14745
5963,20201121,MP,103,16467,2,4
5964,20201121,MS,142401,906991,3657,7091
5967,20201121,ND,72664,264148,840,2424
5968,20201121,NE,111661,587179,897,3915
5969,20201121,NH,17281,385848,508,829
5970,20201121,NJ,326190,5265303,16746,39993
5975,20201121,OK,170924,1789645,1624,11184
5976,20201121,OR,62175,931578,812,3970
5979,20201121,RI,49406,456256,1300,4146
5980,20201121,SC,205018,2020234,4274,11495
5981,20201121,SD,72214,236956,777,4052
5984,20201121,UT,173979,1085803,787,7458
5989,20201121,WI,372219,2073860,3143,15734
5991,20201121,WY,27410,131788,176,659
5993,20201120,AL,228373,1316804,3451,23449
5994,20201120,AR,141916,1440090,2321,8353
5996,20201120,AZ,291696,1780492,6427,24052
5998,20201120,CO,188566,1384398,2745,12166
6002,20201120,FL,910065,5892625,18110,53749
6007,20201120,ID,87978,369142,835,3403
6009,20201120,IN,282311,1748627,5206,22512
6010,20201120,KS,134533,629360,1410,4682
6013,20201120,MA,200949,2947448,10469,13817
6014,20201120,MD,177086,2008345,4398,19282
6017,20201120,MN,256700,2007578,3150,14462
6019,20201120,MP,103,16467,2,4
6020,20201120,MS,140429,906991,3642,7091
6023,20201120,ND,71092,263312,840,2390
6024,20201120,NE,109280,582874,854,3859
6025,20201120,NH,16797,385451,507,827
6026,20201120,NJ,320938,5220330,16712,39825
6031,20201120,OK,167261,1739925,1603,11020
6032,20201120,OR,60873,924419,808,3935
6035,20201120,RI,48001,452931,1294,4046
6036,20201120,SC,203161,1989587,4231,11455
6037,20201120,SD,71070,235799,741,3993
6040,20201120,UT,170584,1077091,773,7350
6045,20201120,WI,365190,2062191,3091,15526
6047,20201120,WY,27129,131788,176,653
6049,20201119,AL,225910,1307256,3419,23295
6050,20201119,AR,139855,1428285,2297,8268
6052,20201119,AZ,287225,1758070,6384,23871
6054,20201119,CO,182801,1363706,2730,11980
6058,20201119,FL,901234,5854290,18030,53519
6063,20201119,ID,86435,366515,812,3312
6065,20201119,IN,275503,1734260,5143,22160
6066,20201119,KS,128594,619667,1326,4561
6069,20201119,MA,198550,2924858,10435,13817
6070,20201119,MD,174733,1994775,4372,19134
6073,20201119,MN,249906,1986910,3082,14171
6075,20201119,MP,103,16467,2,4
6076,20201119,MS,138791,906991,3619,7091
6079,20201119,ND,69658,262565,801,2338
6080,20201119,NE,106617,579171,826,3726
6081,20201119,NH,16277,381538,506,826
6082,20201119,NJ,316613,5176586,16689,39648
6087,20201119,OK,164340,1726221,1588,10836
6088,20201119,OR,59669,917181,788,3888
6091,20201119,RI,46951,449838,1288,4013
6092,20201119,SC,201160,1960967,4201,11402
6093,20201119,SD,69742,233527,705,3922
6096,20201119,UT,165996,1067334,756,7215
6101,20201119,WI,358113,2049526,3010,15336
6103,20201119,WY,26169,130130,176,629
6105,20201118,AL,223486,1294045,3347,23088
6106,20201118,AR,137617,1415302,2275,8139
6108,20201118,AZ,283102,1743653,6365,23473
6110,20201118,CO,176694,1343574,2651,11802
6114,20201118,FL,892352,5812647,17949,53283
6119,20201118,ID,85125,363268,798,3254
6121,20201118,IN,268222,1721234,5084,21737
6122,20201118,KS,128594,619667,1326,4561
6125,20201118,MA,195868,2905440,10407,13588
6126,20201118,MD,171823,1977512,4351,18959
6129,20201118,MN,242043,1965766,3010,13892
6131,20201118,MP,103,16467,2,4
6132,20201118,MS,137396,906991,3601,7091
6135,20201118,ND,68208,261680,791,2307
6136,20201118,NE,103805,575180,816,3726
6137,20201118,NH,15749,379089,504,822
6138,20201118,NJ,311742,5176586,16655,39248
6143,20201118,OK,161425,1707516,1570,10687
6144,20201118,OR,58570,911252,778,3805
6147,20201118,RI,45911,447160,1284,3953
6148,20201118,SC,199447,1938842,4182,11349
6149,20201118,SD,68671,232302,674,3864
6152,20201118,UT,162028,1056915,740,7107
6157,20201118,WI,350665,2036941,2925,15100
6159,20201118,WY,25275,127687,155,609
6161,20201117,AL,220848,1287672,3301,22716
6162,20201117,AR,135902,1404126,2245,8050
6164,20201117,AZ,279896,1731896,6312,23243
6166,20201117,CO,172044,1328305,2608,11608
6170,20201117,FL,884625,5778913,17861,52966
6175,20201117,ID,83344,361863,763,3202
6177,20201117,IN,262207,1706881,5025,21389
6178,20201117,KS,122741,611015,1266,4431
6181,20201117,MA,192964,2885122,10360,13588
6182,20201117,MD,169805,1965796,4335,18812
6185,20201117,MN,236949,1954244,2943,13594
6187,20201117,MP,103,16467,2,4
6188,20201117,MS,135803,906991,3581,7091
6191,20201117,ND,66867,261373,775,2261
6192,20201117,NE,101601,572538,797,3651
6193,20201117,NH,15303,376838,502,817
6194,20201117,NJ,306983,5089172,16618,39195
6199,20201117,OK,158408,1692611,1544,10481
6200,20201117,OR,57646,905336,765,3754
6203,20201117,RI,44528,443722,1278,3894
6204,20201117,SC,197900,1924423,4156,11295
6205,20201117,SD,67284,231075,644,3769
6208,20201117,UT,158957,1049160,732,6988
6213,20201117,WI,342155,2024801,2867,14817
6215,20201117,WY,24453,127687,155,589
6217,20201116,AL,219232,1281958,3249,22716
6218,20201116,AR,134348,1396858,2225,7949
6220,20201116,AZ,276912,1718324,6302,23122
6222,20201116,CO,167713,1313593,2578,11203
6226,20201116,FL,877340,5748137,17775,52649
6231,20201116,ID,82245,359988,759,3168
6233,20201116,IN,256744,1695458,4936,21043
6234,20201116,KS,122741,611015,1266,4431
6237,20201116,MA,190439,2869642,10340,13588
6238,20201116,MD,167656,1955619,4309,18688
6241,20201116,MN,231018,1945267,2917,13251
6243,20201116,MP,102,16467,2,4
6244,20201116,MS,134898,906991,3545,7091
6247,20201116,ND,65738,260606,749,2195
6248,20201116,NE,98161,566819,779,3575
6249,20201116,NH,15029,375546,500,817
6250,20201116,NJ,302248,5059796,16580,39106
6255,20201116,OK,156857,1653599,1538,10417
6256,20201116,OR,56880,901099,761,3628
6259,20201116,RI,43923,441477,1270,3857
6260,20201116,SC,196617,1908916,4143,11233
6261,20201116,SD,66278,229869,644,3698
6264,20201116,UT,155779,1042778,723,6859
6269,20201116,WI,334562,2009148,2764,14499
6271,20201116,WY,23193,130208,144,576
6273,20201115,AL,217822,1275915,3248,22275
6274,20201115,AR,133040,1386711,2183,7876
6276,20201115,AZ,275436,1706395,6302,23049
6278,20201115,CO,163417,1299566,2546,11124
6282,20201115,FL,872810,5726495,17734,52529
6287,20201115,ID,81317,358397,759,3148
6289,20201115,IN,251597,1686692,4910,20704
6290,20201115,KS,115507,591280,1256,4327
6293,20201115,MA,188275,2854649,10329,13588
6294,20201115,MD,165930,1944536,4302,18576
6297,20201115,MN,223581,1927701,2905,13074
6299,20201115,MP,100,16467,2,4
6300,20201115,MS,134309,873863,3543,6914
6303,20201115,ND,64654,259864,742,2178
6304,20201115,NE,96834,564409,779,3551
6305,20201115,NH,14671,372690,499,804
6306,20201115,NJ,299514,5059796,16566,39018
6311,20201115,OK,154128,1653599,1528,10372
6312,20201115,OR,56018,895547,759,3628
6315,20201115,RI,43442,440141,1265,3857
6316,20201115,SC,195507,1895082,4112,11211
6317,20201115,SD,65381,228733,644,3644
6320,20201115,UT,153808,1035460,718,6769
6325,20201115,WI,329924,2001239,2751,14381
6327,20201115,WY,22494,130208,144,580
6329,20201114,AL,215843,1271260,3246,22275
6330,20201114,AR,130318,1367077,2148,7847
6332,20201114,AZ,273053,1695606,6300,22937
6334,20201114,CO,159234,1285090,2525,11056
6338,20201114,FL,862990,5691962,17704,52441
6343,20201114,ID,79798,356065,752,3102
6345,20201114,IN,244887,1673064,4888,20383
6346,20201114,KS,115507,591280,1256,4327
6349,20201114,MA,186142,2838585,10293,13588
6350,20201114,MD,164090,1934079,4293,18458
6353,20201114,MN,216028,1903051,2874,12915
6355,20201114,MP,100,16467,2,4
6356,20201114,MS,133340,873863,3540,6914
6359,20201114,ND,63694,259356,732,2153
6360,20201114,NE,94922,561037,775,3522
6361,20201114,NH,14311,369350,499,804
6362,20201114,NJ,294472,4935991,16548,38936
6367,20201114,OK,150205,1653599,1516,10271
6368,20201114,OR,54937,888210,753,3628
6371,20201114,RI,42763,437714,1257,3829
6372,20201114,SC,194014,1878126,4110,11182
6373,20201114,SD,64182,227641,621,3598
6376,20201114,UT,151141,1029583,710,6676
6381,20201114,WI,323604,1989320,2739,14226
6383,20201114,WY,21881,130208,144,580
6385,20201113,AL,213617,1260600,3231,22275
6386,20201113,AR,130318,1367077,2148,7817
6388,20201113,AZ,269577,1680262,6257,22820
6390,20201113,CO,154038,1269863,2504,10861
6394,20201113,FL,858585,5664400,17659,52163
6399,20201113,ID,78279,353703,749,3061
6401,20201113,IN,236565,1656505,4863,20088
6402,20201113,KS,115507,591280,1256,4327
6405,20201113,MA,183095,2813634,10265,13588
6406,20201113,MD,161769,1922533,4273,18281
6409,20201113,MN,207339,1888174,2839,12644
6411,20201113,MP,100,16467,2,4
6412,20201113,MS,131970,873863,3519,6914
6415,20201113,ND,61365,258136,713,2120
6416,20201113,NE,92553,558106,756,3460
6417,20201113,NH,13929,366243,498,811
6418,20201113,NJ,289502,4898848,16522,38866
6423,20201113,OK,147358,1643665,1493,10106
6424,20201113,OR,53879,881998,746,3584
6427,20201113,RI,41529,435401,1254,3756
6428,20201113,SC,192101,1838893,4101,11147
6429,20201113,SD,62327,226334,568,3540
6432,20201113,UT,145789,1018942,701,6591
6437,20201113,WI,318023,1975512,2683,14045
6439,20201113,WY,21341,130208,127,565
6441,20201112,AL,210637,1245235,3213,22190
6442,20201112,AR,128006,1354919,2144,7715
6444,20201112,AZ,266562,1663978,6240,22576
6446,20201112,CO,147599,1252650,2468,10597
6450,20201112,FL,851825,5641888,17585,51892
6455,20201112,ID,77121,351246,733,3002
6457,20201112,IN,230965,1645352,4813,19573
6458,20201112,KS,109225,591280,1215,4252
6461,20201112,MA,180189,2794422,10242,13588
6462,20201112,MD,159900,1912085,4261,18139
6465,20201112,MN,201795,1868919,2793,12443
6467,20201112,MP,100,16467,2,4
6468,20201112,MS,130665,873863,3514,6914
6471,20201112,ND,59875,257221,703,2082
6472,20201112,NE,89942,554909,731,3481
6473,20201112,NH,13470,362986,495,804
6474,20201112,NJ,285479,4857612,16495,38761
6479,20201112,OK,144691,1605803,1481,10030
6480,20201112,OR,52770,875573,742,3553
6483,20201112,RI,40764,433650,1250,3701
6484,20201112,SC,190490,1830455,4084,11084
6485,20201112,SD,60716,225372,567,3455
6488,20201112,UT,143639,1012077,687,6487
6493,20201112,WI,309572,1964799,2621,13771
6495,20201112,WY,20479,128808,127,558
6497,20201111,AL,208637,1245235,3201,21886
6498,20201111,AR,126197,1343051,2126,7635
6500,20201111,AZ,265163,1650072,6228,22494
6502,20201111,CO,142402,1252650,2443,10538
6506,20201111,FL,846321,5620660,17512,51731
6511,20201111,ID,75428,348963,714,2962
6513,20201111,IN,224374,1629326,4762,19284
6514,20201111,KS,109225,594422,1215,4252
6517,20201111,MA,177541,2775173,10222,13373
6518,20201111,MD,158423,1902413,4249,18012
6521,20201111,MN,194570,1850746,2754,12151
6523,20201111,MP,100,16467,2,4
6524,20201111,MS,129394,873863,3497,6914
6527,20201111,ND,58040,256234,691,1967
6528,20201111,NE,87733,551729,730,3366
6529,20201111,NH,13148,358996,492,800
6530,20201111,NJ,281243,4821298,16476,38600
6535,20201111,OK,142334,1605803,1470,9868
6536,20201111,OR,51909,869307,737,3511
6539,20201111,RI,39776,431508,1243,3656
6540,20201111,SC,188995,1811714,4076,11024
6541,20201111,SD,58696,224424,567,3389
6544,20201111,UT,139720,1004293,678,6395
6549,20201111,WI,301349,1949868,2554,13507
6551,20201111,WY,19374,127239,127,545
6553,20201110,AL,206567,1231152,3120,21886
6554,20201110,AR,124235,1332008,2112,7579
6556,20201110,AZ,263133,1642297,6192,22428
6558,20201110,CO,138427,1236359,2427,10263
6562,20201110,FL,840652,5593589,17460,51479
6567,20201110,ID,74227,346584,698,2926
6569,20201110,IN,219338,1618292,4731,19023
6570,20201110,KS,103553,586429,1181,4138
6573,20201110,MA,174881,2757216,10184,13373
6574,20201110,MD,156709,1891138,4233,17914
6577,20201110,MN,189681,1844204,2698,11933
6579,20201110,MP,100,16467,2,4
6580,20201110,MS,128138,873863,3480,6914
6583,20201110,ND,56944,255540,649,1906
6584,20201110,NE,85551,548165,710,3321
6585,20201110,NH,12919,356480,489,796
6586,20201110,NJ,277510,4780634,16461,38453
6591,20201110,OK,140157,1593041,1451,9682
6592,20201110,OR,51155,863522,734,3463
6595,20201110,RI,38798,429079,1237,3621
6596,20201110,SC,187738,1800774,4062,10966
6597,20201110,SD,57334,223365,540,3277
6600,20201110,UT,137385,998243,672,6284
6605,20201110,WI,293812,1939444,2482,13230
