,date,state,positive,negative,death,hospitalized
17756,20200424,AZ,6045,54669,266,1626
17758,20200424,CO,12255,44533,674,2366
17762,20200424,FL,28876,286785,1031,4888
17765,20200424,HI,596,26291,12,63
17767,20200424,ID,1836,17611,54,166
17770,20200424,KS,2777,20811,111,457
17773,20200424,MA,46023,149053,2877,4752
17774,20200424,MD,16616,68100,899,3618
17777,20200424,MN,4788,54706,221,756
17780,20200424,MS,5434,50236,209,970
17783,20200424,ND,747,16701,15,67
17785,20200424,NH,1720,16007,53,224
17791,20200424,OK,3121,43019,188,637
17792,20200424,OR,2127,41849,83,512
17795,20200424,RI,7188,39071,202,576
17796,20200424,SC,4917,39546,150,837
17797,20200424,SD,2040,12784,10,124
17800,20200424,UT,3782,87771,39,315
17805,20200424,WI,6364,54573,262,1353
17807,20200424,WY,473,7696,7,54
17809,20200423,AL,5778,46863,197,768
17810,20200423,AR,2465,29125,45,291
17812,20200423,AZ,5769,52928,249,1572
17814,20200423,CO,11262,41062,552,2237
17818,20200423,FL,27662,267876,979,4693
17821,20200423,HI,592,25536,12,63
17823,20200423,ID,1802,17370,54,162
17826,20200423,KS,2482,18836,112,442
17829,20200423,MA,46023,149053,2769,4493
17830,20200423,MD,15737,64363,831,3477
17833,20200423,MN,4270,52144,200,712
17836,20200423,MS,5153,50236,201,946
17839,20200423,ND,709,15621,15,65
17841,20200423,NH,1670,15139,51,218
17847,20200423,OK,3017,43019,179,622
17848,20200423,OR,2059,39126,78,488
17851,20200423,RI,6773,36423,213,757
17852,20200423,SC,4917,39546,150,837
17853,20200423,SD,1956,12109,9,119
17856,20200423,UT,3612,83601,35,301
17861,20200423,WI,6011,51456,257,1318
17863,20200423,WY,453,7241,7,52
17865,20200422,AL,5465,43295,194,730
17866,20200422,AR,2276,27437,42,291
17868,20200422,AZ,5459,51142,229,1528
17870,20200422,CO,10878,39767,508,2123
17874,20200422,FL,26965,260318,910,4469
17877,20200422,HI,586,24760,12,56
17879,20200422,ID,1766,16404,51,158
17882,20200422,KS,2211,17992,110,432
17885,20200422,MA,42944,137518,2597,4256
17886,20200422,MD,14775,61754,779,3325
17889,20200422,MN,3758,50165,179,660
17892,20200422,MS,4894,48941,193,910
17895,20200422,ND,677,14910,14,62
17897,20200422,NH,1588,14424,48,213
17903,20200422,OK,2894,43019,170,588
17904,20200422,OR,2002,39126,78,471
17907,20200422,RI,6354,34528,201,717
17908,20200422,SC,4761,38350,140,837
17909,20200422,SD,1858,11588,8,111
17912,20200422,UT,3445,78435,34,288
17917,20200422,WI,5766,49502,246,1302
17919,20200422,WY,447,7301,6,52
17921,20200421,AL,5231,43295,177,699
17922,20200421,AR,2227,25214,43,291
17924,20200421,AZ,5251,49901,208,1484
17926,20200421,CO,10447,38257,486,2003
17930,20200421,FL,26106,249564,856,4235
17933,20200421,HI,584,24112,10,55
17935,20200421,ID,1736,16071,48,157
17938,20200421,KS,2025,17076,107,419
17941,20200421,MA,41199,134173,2449,4009
17942,20200421,MD,14193,59442,732,3158
17945,20200421,MN,3452,48341,160,629
17948,20200421,MS,4716,47648,183,858
17951,20200421,ND,644,14343,13,54
17953,20200421,NH,1491,13550,42,206
17959,20200421,OK,2807,41537,164,561
17960,20200421,OR,1956,38089,75,465
17963,20200421,RI,5972,32606,186,674
17964,20200421,SC,4439,36838,124,776
17965,20200421,SD,1755,11060,8,100
17968,20200421,UT,3296,73752,32,277
17973,20200421,WI,5509,47841,242,1252
17975,20200421,WY,441,7301,6,52
17977,20200420,AL,5025,40875,167,641
17978,20200420,AR,1923,24630,42,291
17980,20200420,AZ,5064,49436,187,1454
17982,20200420,CO,10106,37360,449,1880
17986,20200420,FL,25360,239565,806,4010
17989,20200420,HI,580,23595,10,52
17991,20200420,ID,1672,15773,45,151
17994,20200420,KS,1986,16775,100,405
17997,20200420,MA,38077,124164,2303,3872
17998,20200420,MD,13684,57713,683,3014
18001,20200420,MN,3190,46854,143,602
18004,20200420,MS,4512,46922,169,819
18007,20200420,ND,626,14120,13,53
18009,20200420,NH,1447,12848,42,201
18015,20200420,OK,2680,32966,143,541
18016,20200420,OR,1910,37128,74,456
18019,20200420,RI,5585,30883,175,629
18020,20200420,SC,4377,36103,120,776
18021,20200420,SD,1685,10641,7,87
